Wall time,Step,Value
1707379795.349653,100,0.010063860565423965
1707379840.7214444,200,0.0093987500295043
1707379886.3472455,300,0.008030256256461143
1707379932.0288258,400,0.008546927012503147
1707379977.7426317,500,0.006501439958810806
1707380023.9443827,600,0.008103800937533379
1707380069.3188906,700,0.007632243447005749
1707380114.8918433,800,0.006339703686535358
1707380160.639878,900,0.006047418806701899
1707380206.579412,1000,0.007839991711080074
1707380253.1735582,1100,0.006961693987250328
1707380299.2101958,1200,0.005729222670197487
1707380345.300368,1300,0.00758671760559082
1707380391.4521344,1400,0.006427561864256859
1707380438.1268826,1500,0.006177529692649841
1707380485.0399551,1600,0.0068168193101882935
1707380531.1854448,1700,0.005711044184863567
1707380577.5639951,1800,0.007898308336734772
1707380624.0612931,1900,0.005797180347144604
1707380670.5930367,2000,0.0056992508471012115
1707380717.7220812,2100,0.006013322155922651
1707380764.3204646,2200,0.0060788718983531
1707380810.958702,2300,0.006280789151787758
1707380857.5645025,2400,0.006122074089944363
1707380904.2078278,2500,0.006574568338692188
1707380951.3737097,2600,0.006953152362257242
1707380998.0394309,2700,0.005813526455312967
1707381044.502735,2800,0.005489850416779518
1707381091.1542492,2900,0.0056801182217895985
1707381137.7757492,3000,0.0061775799840688705
1707381185.1569571,3100,0.006546352989971638
1707381231.9420831,3200,0.006497729104012251
1707381278.7430387,3300,0.005950306076556444
1707381325.5707493,3400,0.005247686989605427
1707381372.456521,3500,0.006135345436632633
1707381419.9812644,3600,0.004864584654569626
1707381466.9442885,3700,0.006395673379302025
1707381513.8841712,3800,0.005331458058208227
1707381560.8017373,3900,0.005716591142117977
1707381607.731202,4000,0.00623067282140255
1707381655.255416,4100,0.00443821819499135
1707381702.3008182,4200,0.0067732613533735275
1707381749.7459207,4300,0.005187893286347389
1707381796.7755842,4400,0.005104863550513983
1707381843.7912462,4500,0.005208153277635574
1707381891.3870432,4600,0.006468466483056545
1707381938.3996334,4700,0.005689505022019148
1707381985.395103,4800,0.005655258893966675
1707382032.3970156,4900,0.005777714308351278
1707382079.420076,5000,0.006808781530708075
1707382127.0425391,5100,0.00510099483653903
1707382174.0988264,5200,0.005601277109235525
1707382221.1558518,5300,0.006125518586486578
1707382268.2181058,5400,0.006055216304957867
1707382315.2626395,5500,0.0056322552263736725
1707382362.8634424,5600,0.004849321208894253
1707382410.2287898,5700,0.00547847431153059
1707382457.3589568,5800,0.004781776573508978
1707382504.5250146,5900,0.005494082346558571
1707382551.687186,6000,0.005801317747682333
1707382599.4238029,6100,0.005326434038579464
1707382646.5843592,6200,0.005285716149955988
1707382693.731023,6300,0.0060583436861634254
1707382740.8952687,6400,0.005863541271537542
1707382788.0396302,6500,0.005036403425037861
1707382835.7078257,6600,0.005486559588462114
1707382882.8209429,6700,0.005422476213425398
1707382929.9220953,6800,0.005336720030754805
1707382977.0671148,6900,0.0048777880147099495
1707383024.1732795,7000,0.005503942724317312
1707383074.4572766,7100,0.0047530680894851685
1707383121.683961,7200,0.00458627101033926
1707383168.9357157,7300,0.005803915672004223
1707383216.1671433,7400,0.004519508685916662
1707383263.3923857,7500,0.004615457262843847
1707383311.1787694,7600,0.006386946886777878
1707383358.335741,7700,0.004711821209639311
1707383405.5141065,7800,0.004759365692734718
1707383452.7117033,7900,0.005137814208865166
1707383499.9162803,8000,0.0051956274546682835
1707383547.7336729,8100,0.005948906764388084
1707383594.9500809,8200,0.00508839963003993
1707383642.165428,8300,0.004827712196856737
1707383689.363931,8400,0.005185396410524845
1707383736.9011846,8500,0.004171549808233976
1707383784.6984987,8600,0.004181361757218838
1707383831.8888547,8700,0.005577068775892258
1707383879.0890572,8800,0.005150172859430313
1707383926.2953603,8900,0.005193720571696758
1707383973.4752762,9000,0.004791093524545431
1707384021.2538898,9100,0.004726211540400982
1707384068.5018687,9200,0.004675375763326883
1707384115.7067626,9300,0.005364487878978252
1707384162.9203417,9400,0.005754729732871056
1707384210.1081336,9500,0.006445346400141716
1707384257.8458228,9600,0.005547060165554285
1707384305.0158951,9700,0.005013751331716776
1707384352.2200737,9800,0.004643713124096394
1707384399.5049498,9900,0.005066439975053072
1707384446.7859464,10000,0.004174490924924612
1707384494.7136347,10100,0.004443278070539236
1707384541.9762084,10200,0.004966845735907555
1707384589.2091143,10300,0.006531326100230217
1707384636.231006,10400,0.0050092232413589954
1707384683.3282313,10500,0.004320434294641018
1707384731.1763484,10600,0.0066569168120622635
1707384778.4310622,10700,0.005299451295286417
1707384825.7498293,10800,0.005932642146945
1707384873.0952358,10900,0.005564829334616661
1707384920.3817675,11000,0.005369323305785656
1707384968.2491753,11100,0.004138903226703405
1707385015.5252156,11200,0.005141474772244692
1707385063.0849774,11300,0.005041927099227905
1707385110.3508346,11400,0.0040945010259747505
1707385157.6397297,11500,0.004792368970811367
1707385205.5637808,11600,0.004332991782575846
1707385252.865647,11700,0.004371970891952515
1707385300.1671462,11800,0.004235826898366213
1707385347.4716132,11900,0.004311931319534779
1707385394.7585616,12000,0.003709519514814019
1707385442.629576,12100,0.004671219736337662
1707385489.923913,12200,0.005354195833206177
1707385537.1880164,12300,0.004937098827213049
1707385584.4414499,12400,0.0041446927934885025
1707385631.743557,12500,0.004915355239063501
1707385679.6349528,12600,0.006403167732059956
1707385727.1813169,12700,0.004872094839811325
1707385774.4960465,12800,0.004798948764801025
1707385821.7882876,12900,0.004623817279934883
1707385869.0515606,13000,0.004413193557411432
1707385917.010623,13100,0.004631053656339645
1707385964.2977638,13200,0.004635963588953018
1707386011.5807824,13300,0.004562812857329845
1707386058.8554575,13400,0.00349638843908906
1707386106.1164014,13500,0.005031635984778404
1707386153.9457927,13600,0.004479815252125263
1707386201.170882,13700,0.003950703889131546
1707386248.4182575,13800,0.0048577915877103806
1707386295.6777158,13900,0.004891382530331612
1707386342.9500568,14000,0.004869258962571621
1707386393.2661257,14100,0.004795314744114876
1707386440.5127938,14200,0.003686850192025304
1707386487.777196,14300,0.005481592379510403
1707386535.069913,14400,0.00469841668382287
1707386582.2744277,14500,0.004596813581883907
1707386630.1191554,14600,0.004441790748387575
1707386677.3638384,14700,0.004705142229795456
1707386724.607047,14800,0.004315938334912062
1707386771.8331728,14900,0.004618441686034203
1707386819.0401742,15000,0.004772086627781391
1707386866.8358433,15100,0.003600943833589554
1707386914.0297344,15200,0.004197604022920132
1707386961.2260458,15300,0.0038873497396707535
1707387008.4324026,15400,0.00532138254493475
1707387055.8719544,15500,0.00494090560823679
1707387103.682797,15600,0.004122546873986721
1707387150.9229507,15700,0.003825412131845951
1707387198.1610727,15800,0.0036961371079087257
1707387245.3842692,15900,0.004390972666442394
1707387292.6270323,16000,0.005462938919663429
1707387340.4931233,16100,0.004670280963182449
1707387387.704332,16200,0.004623599350452423
1707387434.9164631,16300,0.004300693050026894
1707387482.1084187,16400,0.004769203718751669
1707387529.356739,16500,0.003678742330521345
1707387577.1742685,16600,0.005344469100236893
1707387624.4259813,16700,0.004785627592355013
1707387671.6814013,16800,0.005298100411891937
1707387718.9872873,16900,0.004882725887000561
1707387766.2607622,17000,0.004333647899329662
1707387814.1349332,17100,0.005204671062529087
1707387861.4287326,17200,0.004869306460022926
1707387908.7267573,17300,0.0036412025801837444
1707387955.9929676,17400,0.004728809930384159
1707388003.2386472,17500,0.004630530718713999
1707388051.0954661,17600,0.004572717472910881
1707388098.3754888,17700,0.0042364527471363544
1707388145.6726358,17800,0.004365092143416405
1707388192.9930441,17900,0.0053503019735217094
1707388240.3178878,18000,0.00434052525088191
1707388288.1676767,18100,0.00438457727432251
1707388335.4835536,18200,0.004055385012179613
1707388382.7926013,18300,0.004296297673135996
1707388430.2052755,18400,0.0048702172935009
1707388477.4817085,18500,0.0037685870192945004
1707388525.3865888,18600,0.004377624019980431
1707388572.6512308,18700,0.004405188374221325
1707388619.9126165,18800,0.0048064058646559715
1707388667.1698933,18900,0.004028273746371269
1707388714.4325743,19000,0.0048919846303761005
1707388762.2386327,19100,0.004088864661753178
1707388809.5048609,19200,0.004180367104709148
1707388856.7578652,19300,0.0036139716394245625
1707388904.0172665,19400,0.0035169024486094713
1707388951.2730227,19500,0.004500775597989559
1707388999.1220315,19600,0.0038268824573606253
1707389046.3983295,19700,0.004315893165767193
1707389093.8467598,19800,0.004359958693385124
1707389141.137551,19900,0.004189305938780308
1707389188.4191144,20000,0.005212685093283653
1707389236.2747078,20100,0.00373650249093771
1707389283.5075188,20200,0.004660169593989849
1707389330.7301953,20300,0.004064171575009823
1707389377.9584565,20400,0.005218020640313625
1707389425.1995323,20500,0.003938764333724976
1707389473.046001,20600,0.0036941152065992355
1707389520.2951071,20700,0.004458935931324959
1707389567.5422103,20800,0.004844992887228727
1707389614.8224857,20900,0.0037001888267695904
1707389662.0848458,21000,0.003920424729585648
1707389709.9209726,21100,0.004190951585769653
1707389759.672006,21200,0.0038742078468203545
1707389806.9458528,21300,0.004137211013585329
1707389854.278201,21400,0.003895263187587261
1707389901.614848,21500,0.004340033046901226
1707389949.555021,21600,0.005387278739362955
1707389996.8801236,21700,0.003352975705638528
1707390044.1981165,21800,0.003851485438644886
1707390091.506699,21900,0.00568830780684948
1707390138.808293,22000,0.003582532284781337
1707390186.6417885,22100,0.004685582127422094
1707390233.907793,22200,0.004367851186543703
1707390281.2153273,22300,0.004295015707612038
1707390328.535527,22400,0.004416401032358408
1707390375.8593829,22500,0.00512689258903265
1707390423.9290297,22600,0.0037794243544340134
1707390471.2497613,22700,0.00467597646638751
1707390518.5625916,22800,0.0044020432978868484
1707390565.8702223,22900,0.0036047545727342367
1707390613.1769748,23000,0.00413753604516387
1707390661.119448,23100,0.0051220133900642395
1707390708.4405246,23200,0.004365595057606697
1707390755.7606976,23300,0.003644546726718545
1707390803.1088054,23400,0.004084157291799784
1707390850.459252,23500,0.004187589045614004
1707390898.412211,23600,0.003589086700230837
1707390945.7847364,23700,0.004438948351889849
1707390993.1448374,23800,0.003900597570464015
1707391040.4656658,23900,0.00429946556687355
1707391087.8035388,24000,0.003877387847751379
1707391135.7551,24100,0.004095281939953566
1707391183.0662181,24200,0.004030871205031872
1707391230.3923755,24300,0.0043091000989079475
1707391277.711826,24400,0.004927266854792833
1707391325.055889,24500,0.0036057541146874428
1707391372.967994,24600,0.0037949886173009872
1707391420.3052816,24700,0.003552057547494769
1707391467.644556,24800,0.004259594716131687
1707391515.0031242,24900,0.004194946028292179
1707391562.396293,25000,0.00524694100022316
1707391610.7123122,25100,0.0036794047337025404
1707391658.0835142,25200,0.004197979345917702
1707391705.4311388,25300,0.004317170009016991
1707391753.0604327,25400,0.00462267454713583
1707391800.3762414,25500,0.0038640638813376427
1707391848.3143911,25600,0.0046205343678593636
1707391895.6399896,25700,0.00425074715167284
1707391942.967761,25800,0.004214288201183081
1707391990.3003778,25900,0.003527220571413636
1707392037.6692066,26000,0.0039205364882946014
1707392085.6096945,26100,0.004042723681777716
1707392132.9805954,26200,0.003453729674220085
1707392180.3666596,26300,0.0041377185843884945
1707392227.7201934,26400,0.003930123522877693
1707392275.0206187,26500,0.0030880526173859835
1707392322.9048805,26600,0.0049162013456225395
1707392370.257553,26700,0.004114069510251284
1707392417.7355728,26800,0.004607855807989836
1707392465.1087248,26900,0.0034780683927237988
1707392512.476828,27000,0.0037059695459902287
1707392560.473397,27100,0.0038520670495927334
1707392607.846165,27200,0.00353135890327394
1707392655.2346141,27300,0.0035434337332844734
1707392702.6916692,27400,0.0039389468729496
1707392750.1784296,27500,0.0035143173299729824
1707392798.2377055,27600,0.004106345120817423
1707392845.6016371,27700,0.0036779374349862337
1707392892.3964105,27800,0.004132306203246117
1707392939.3970268,27900,0.003957974258810282
1707392986.4486556,28000,0.0038452399894595146
1707393034.1662521,28100,0.003532134462147951
1707393083.9198837,28200,0.004244339652359486
1707393131.0447671,28300,0.003656670916825533
1707393178.1948202,28400,0.003407088341191411
1707393225.3542705,28500,0.0034999987110495567
1707393273.4162025,28600,0.003669147379696369
1707393320.5875568,28700,0.004289357457309961
1707393367.743814,28800,0.004418966360390186
1707393414.941385,28900,0.0037658214569091797
1707393462.169272,29000,0.0032078882213681936
1707393509.920491,29100,0.0045640431344509125
1707393557.1519156,29200,0.003492318792268634
1707393604.3665364,29300,0.0033006491139531136
1707393651.5782204,29400,0.003957394044846296
1707393698.799862,29500,0.0034371952060610056
1707393746.8467731,29600,0.0036414447240531445
1707393794.0644274,29700,0.0032340800389647484
1707393841.2507665,29800,0.0035968718584626913
1707393888.4440837,29900,0.00349600100889802
1707393935.6159232,30000,0.003799309954047203
1707393983.4034925,30100,0.00399444904178381
1707394030.5151095,30200,0.002935666823759675
1707394077.6458116,30300,0.0036193050909787416
1707394124.7818964,30400,0.00383744272403419
1707394171.9177053,30500,0.0033924542367458344
1707394219.6806662,30600,0.003909149207174778
1707394266.8841395,30700,0.00441706832498312
1707394314.0750914,30800,0.004357151221483946
1707394361.2969737,30900,0.003391226986423135
1707394408.763252,31000,0.004306038375943899
1707394456.586933,31100,0.0034428946673870087
1707394503.8248925,31200,0.004134234972298145
1707394551.062845,31300,0.0036369271110743284
1707394598.2879932,31400,0.0034698969684541225
1707394645.5050166,31500,0.0042870426550507545
1707394693.3344944,31600,0.004538314417004585
1707394740.5558083,31700,0.003648958168923855
1707394787.7768018,31800,0.004248695448040962
1707394834.9839258,31900,0.003601083531975746
1707394882.1917326,32000,0.0034667078871279955
1707394929.9645238,32100,0.003818340366706252
1707394977.1970148,32200,0.0031057647429406643
1707395024.4106963,32300,0.003573536640033126
1707395071.8043973,32400,0.0037176115438342094
1707395118.996955,32500,0.0033687101677060127
1707395166.8109891,32600,0.003343879710882902
1707395214.0052037,32700,0.0038501759991049767
1707395261.1634314,32800,0.0033223959617316723
1707395308.3438118,32900,0.0028976185712963343
1707395355.5271883,33000,0.003763419110327959
1707395403.2893472,33100,0.0040798126719892025
1707395450.4462764,33200,0.0036662323400378227
1707395497.6132376,33300,0.00309472787193954
1707395544.777402,33400,0.004143340978771448
1707395591.9411638,33500,0.003495228011161089
1707395639.7229424,33600,0.003864542581140995
1707395686.9051054,33700,0.003347969613969326
1707395734.299823,33800,0.003332905238494277
1707395781.4843175,33900,0.0032822182402014732
1707395828.6687481,34000,0.003377080662176013
1707395876.4734728,34100,0.0035015176981687546
1707395923.681831,34200,0.0035731354728341103
1707395970.8531573,34300,0.003043108619749546
1707396018.0462027,34400,0.003568328684195876
1707396065.2585657,34500,0.0031066141091287136
1707396113.0617535,34600,0.003453296609222889
1707396160.2779663,34700,0.004387074615806341
1707396207.4733858,34800,0.0036112135276198387
1707396254.6659164,34900,0.003266402054578066
1707396301.8355613,35000,0.003272233996540308
1707396349.5770373,35100,0.0033961038570851088
1707396396.7513745,35200,0.0030987272039055824
1707396446.6032643,35300,0.003632298670709133
1707396493.7436109,35400,0.00309395557269454
1707396540.926808,35500,0.0035872752778232098
1707396588.7502162,35600,0.0034267182927578688
1707396635.9236124,35700,0.00371837941929698
1707396683.112751,35800,0.0037891045212745667
1707396730.2601278,35900,0.0033825752325356007
1707396777.225397,36000,0.002895667217671871
1707396824.888329,36100,0.0037128636613488197
1707396872.0410643,36200,0.0034506656229496002
1707396919.2417674,36300,0.0029946223367005587
1707396966.4120445,36400,0.00349335465580225
1707397013.561822,36500,0.003321481868624687
1707397061.345823,36600,0.0030690780840814114
1707397108.8659549,36700,0.0037130415439605713
1707397156.0611,36800,0.00322626531124115
1707397203.2738268,36900,0.003159130457788706
1707397250.4894755,37000,0.0032147252932190895
1707397298.3705013,37100,0.003848961554467678
1707397345.6317222,37200,0.0037528383545577526
1707397392.9391344,37300,0.003877979703247547
1707397440.2061145,37400,0.0036666684318333864
1707397487.5038013,37500,0.003687181742861867
1707397535.3898354,37600,0.0038184956647455692
1707397582.695905,37700,0.0033848914317786694
1707397630.0046132,37800,0.0030965222977101803
1707397677.2940564,37900,0.003822194878011942
1707397724.5981624,38000,0.003663761308416724
1707397772.7474701,38100,0.0031866920180618763
1707397820.0658705,38200,0.0037256707437336445
1707397867.3755329,38300,0.003288332372903824
1707397914.700119,38400,0.0035376413725316525
1707397962.0229826,38500,0.0029631811194121838
1707398009.976854,38600,0.003739326260983944
1707398057.2984626,38700,0.003543360624462366
1707398104.6299279,38800,0.0037175375036895275
1707398151.9544713,38900,0.004209243226796389
1707398199.2872636,39000,0.0030312747694551945
1707398247.1770697,39100,0.002794413361698389
1707398294.5056515,39200,0.0033566299825906754
1707398341.8218455,39300,0.0028346346225589514
1707398389.160644,39400,0.004273601807653904
1707398436.6967266,39500,0.003199573140591383
1707398484.6116524,39600,0.0036113120149821043
1707398531.720206,39700,0.0032055568881332874
1707398578.1647646,39800,0.00373496999964118
